# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.017447352409362793e-01 2.320136427879333496e-01 2.810503840446472168e-01 2.017447352409362793e-01 2.320136427879333496e-01 2.810503840446472168e-01
1.000000000000000000e+03 4.241493344306945801e-02 1.680930959992110729e-03 6.053776666522026062e-02 4.241493344306945801e-02 1.680930959992110729e-03 6.053776666522026062e-02
2.000000000000000000e+03 2.375847660005092621e-02 3.551996196620166302e-04 3.360805287957191467e-02 2.375847660005092621e-02 3.551996196620166302e-04 3.360805287957191467e-02
3.000000000000000000e+03 9.221348911523818970e-03 1.943961979122832417e-04 1.184198167175054550e-02 9.221348911523818970e-03 1.943961979122832417e-04 1.184198167175054550e-02
4.000000000000000000e+03 6.133406888693571091e-03 1.214837539009749889e-04 8.200461044907569885e-03 6.133406888693571091e-03 1.214837539009749889e-04 8.200461044907569885e-03
5.000000000000000000e+03 4.951136652380228043e-03 6.186083919601514935e-05 6.484403740614652634e-03 4.951136652380228043e-03 6.186083919601514935e-05 6.484403740614652634e-03
6.000000000000000000e+03 3.266229061409831047e-03 2.823946852004155517e-05 4.820988979190587997e-03 3.266229061409831047e-03 2.823946852004155517e-05 4.820988979190587997e-03
7.000000000000000000e+03 2.570398617535829544e-03 2.158805000362917781e-05 4.145531915128231049e-03 2.570398617535829544e-03 2.158805000362917781e-05 4.145531915128231049e-03
8.000000000000000000e+03 2.459974959492683411e-03 1.721920307318214327e-05 3.603270743042230606e-03 2.459974959492683411e-03 1.721920307318214327e-05 3.603270743042230606e-03
9.000000000000000000e+03 2.011494711041450500e-03 1.752850585035048425e-05 3.222528612241148949e-03 2.011494711041450500e-03 1.752850585035048425e-05 3.222528612241148949e-03
1.000000000000000000e+04 1.684908522292971611e-03 1.305548903474118561e-05 2.751253312453627586e-03 1.684908522292971611e-03 1.305548903474118561e-05 2.751253312453627586e-03
1.100000000000000000e+04 5.298084579408168793e-03 1.332293686573393643e-05 2.364844549447298050e-03 5.298084579408168793e-03 1.332293686573393643e-05 2.364844549447298050e-03
1.200000000000000000e+04 1.249598804861307144e-03 7.446843483194243163e-06 2.605266403406858444e-03 1.249598804861307144e-03 7.446843483194243163e-06 2.605266403406858444e-03
1.300000000000000000e+04 1.114155980758368969e-03 5.966007392999017611e-06 2.557984786108136177e-03 1.114155980758368969e-03 5.966007392999017611e-06 2.557984786108136177e-03
1.400000000000000000e+04 1.010675216093659401e-03 4.842791895498521626e-06 2.493087900802493095e-03 1.010675216093659401e-03 4.842791895498521626e-06 2.493087900802493095e-03
1.500000000000000000e+04 9.674739558249711990e-04 4.500870090851094574e-06 2.488425699993968010e-03 9.674739558249711990e-04 4.500870090851094574e-06 2.488425699993968010e-03
1.600000000000000000e+04 1.133396173827350140e-03 5.057453108747722581e-06 2.316140802577137947e-03 1.133396173827350140e-03 5.057453108747722581e-06 2.316140802577137947e-03
1.700000000000000000e+04 7.947194389998912811e-04 2.096926891681505367e-06 2.331086900085210800e-03 7.947194389998912811e-04 2.096926891681505367e-06 2.331086900085210800e-03
1.800000000000000000e+04 7.961353985592722893e-04 2.297727633049362339e-06 2.256059087812900543e-03 7.961353985592722893e-04 2.297727633049362339e-06 2.256059087812900543e-03
1.900000000000000000e+04 9.176918538287281990e-04 1.200069391416036524e-06 2.155513968318700790e-03 9.176918538287281990e-04 1.200069391416036524e-06 2.155513968318700790e-03
2.000000000000000000e+04 6.932349642738699913e-04 1.444276335860195104e-06 2.147380961105227470e-03 6.932349642738699913e-04 1.444276335860195104e-06 2.147380961105227470e-03
2.100000000000000000e+04 7.002265192568302155e-04 1.527820245428301860e-06 2.108108252286911011e-03 7.002265192568302155e-04 1.527820245428301860e-06 2.108108252286911011e-03
2.200000000000000000e+04 7.304476457647979259e-04 7.935537951198057272e-07 1.992736477404832840e-03 7.304476457647979259e-04 7.935537951198057272e-07 1.992736477404832840e-03
2.300000000000000000e+04 6.517255096696317196e-04 6.286517191256280057e-07 1.954386010766029358e-03 6.517255096696317196e-04 6.286517191256280057e-07 1.954386010766029358e-03
2.400000000000000000e+04 6.472871173173189163e-04 4.948112746205879375e-07 1.875157700851559639e-03 6.472871173173189163e-04 4.948112746205879375e-07 1.875157700851559639e-03
2.500000000000000000e+04 6.355874356813728809e-04 3.929102945221529808e-07 1.806291285902261734e-03 6.355874356813728809e-04 3.929102945221529808e-07 1.806291285902261734e-03
2.600000000000000000e+04 6.255938205868005753e-04 3.169059255014872178e-07 1.726542832329869270e-03 6.255938205868005753e-04 3.169059255014872178e-07 1.726542832329869270e-03
2.700000000000000000e+04 7.135398336686193943e-04 1.321752307603674126e-07 1.604777877219021320e-03 7.135398336686193943e-04 1.321752307603674126e-07 1.604777877219021320e-03
2.800000000000000000e+04 8.267769007943570614e-04 1.411260996064811479e-06 1.502705505117774010e-03 8.267769007943570614e-04 1.411260996064811479e-06 1.502705505117774010e-03
2.900000000000000000e+04 6.017094710841774940e-04 1.976799950398344663e-07 1.417708117514848709e-03 6.017094710841774940e-04 1.976799950398344663e-07 1.417708117514848709e-03
3.000000000000000000e+04 5.894536734558641911e-04 2.010740018931755912e-07 1.297411858104169369e-03 5.894536734558641911e-04 2.010740018931755912e-07 1.297411858104169369e-03
3.000000000000000000e+04 5.894536734558641911e-04 2.010740018931755912e-07 1.297411858104169369e-03 5.894536734558641911e-04 2.010740018931755912e-07 1.297411858104169369e-03
