# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.201096344739198685e-03 2.016387693583965302e-02 6.101468801498413086e-01 6.201096344739198685e-03 2.016387693583965302e-02 6.101468801498413086e-01
1.000000000000000000e+03 4.237105324864387512e-02 3.391310456208884716e-04 5.430107191205024719e-02 4.237105324864387512e-02 3.391310456208884716e-04 5.430107191205024719e-02
2.000000000000000000e+03 3.407435119152069092e-02 9.461913577979430556e-05 4.458760842680931091e-02 3.407435119152069092e-02 9.461913577979430556e-05 4.458760842680931091e-02
3.000000000000000000e+03 1.500219199806451797e-02 1.496061304351314902e-04 1.589767076075077057e-02 1.500219199806451797e-02 1.496061304351314902e-04 1.589767076075077057e-02
4.000000000000000000e+03 7.273476570844650269e-03 3.544094943208619952e-05 5.391775630414485931e-03 7.273476570844650269e-03 3.544094943208619952e-05 5.391775630414485931e-03
5.000000000000000000e+03 4.325080662965774536e-03 1.881419120763894171e-05 2.842114539816975594e-03 4.325080662965774536e-03 1.881419120763894171e-05 2.842114539816975594e-03
6.000000000000000000e+03 2.440907061100006104e-03 8.884901035344228148e-06 1.879729912616312504e-03 2.440907061100006104e-03 8.884901035344228148e-06 1.879729912616312504e-03
7.000000000000000000e+03 1.832477282732725143e-03 6.174029749672627077e-06 1.358220702968537807e-03 1.832477282732725143e-03 6.174029749672627077e-06 1.358220702968537807e-03
8.000000000000000000e+03 3.666758304461836815e-03 3.796927558141760528e-05 1.159399515017867088e-03 3.666758304461836815e-03 3.796927558141760528e-05 1.159399515017867088e-03
9.000000000000000000e+03 1.356026390567421913e-03 3.595365342334844172e-06 9.522218024358153343e-04 1.356026390567421913e-03 3.595365342334844172e-06 9.522218024358153343e-04
1.000000000000000000e+04 1.151292235590517521e-03 3.399823981453664601e-06 8.188270148821175098e-04 1.151292235590517521e-03 3.399823981453664601e-06 8.188270148821175098e-04
1.100000000000000000e+04 1.019941642880439758e-03 3.063672238567960449e-06 7.275459356606006622e-04 1.019941642880439758e-03 3.063672238567960449e-06 7.275459356606006622e-04
1.200000000000000000e+04 9.112570551224052906e-04 2.625052957228035666e-06 6.576437735930085182e-04 9.112570551224052906e-04 2.625052957228035666e-06 6.576437735930085182e-04
1.300000000000000000e+04 8.223339100368320942e-04 2.221330760221462697e-06 5.991319776512682438e-04 8.223339100368320942e-04 2.221330760221462697e-06 5.991319776512682438e-04
1.400000000000000000e+04 7.408003439195454121e-04 1.814790039134095423e-06 5.478567909449338913e-04 7.408003439195454121e-04 1.814790039134095423e-06 5.478567909449338913e-04
1.500000000000000000e+04 6.730273598805069923e-04 1.492588012297346722e-06 5.032658227719366550e-04 6.730273598805069923e-04 1.492588012297346722e-06 5.032658227719366550e-04
1.500000000000000000e+04 6.730273598805069923e-04 1.492588012297346722e-06 5.032658227719366550e-04 6.730273598805069923e-04 1.492588012297346722e-06 5.032658227719366550e-04
